rgn_id,year,popsum
1,2000,19455588.9109164
1,2001,19775296.4951384
1,2002,20095004.0793603
1,2003,20414711.6635822
1,2004,20734419.2478041
1,2005,21054126.8320261
1,2006,21441806.2140888
1,2007,21829485.5961516
1,2008,22217164.9782143
1,2009,22604844.3602771
1,2010,22992523.7423398
1,2011,23334277.9223102
1,2012,23676032.1022805
1,2013,24017786.2822509
1,2014,24359540.4622212
1,2015,24701294.6421916
1,2016,24887728.8290154
1,2017,25074163.0158393
1,2018,25260597.2026631
1,2019,25447031.3894869
1,2020,25633465.5763108
2,2000,19455588.9109164
2,2001,19775296.4951384
2,2002,20095004.0793603
2,2003,20414711.6635822
2,2004,20734419.2478041
2,2005,21054126.8320261
2,2006,21441806.2140888
2,2007,21829485.5961516
2,2008,22217164.9782143
2,2009,22604844.3602771
2,2010,22992523.7423398
2,2011,23334277.9223102
2,2012,23676032.1022805
2,2013,24017786.2822509
2,2014,24359540.4622212
2,2015,24701294.6421916
2,2016,24887728.8290154
2,2017,25074163.0158393
2,2018,25260597.2026631
2,2019,25447031.3894869
2,2020,25633465.5763108
3,2000,19455588.9109164
3,2001,19775296.4951384
3,2002,20095004.0793603
3,2003,20414711.6635822
3,2004,20734419.2478041
3,2005,21054126.8320261
3,2006,21441806.2140888
3,2007,21829485.5961516
3,2008,22217164.9782143
3,2009,22604844.3602771
3,2010,22992523.7423398
3,2011,23334277.9223102
3,2012,23676032.1022805
3,2013,24017786.2822509
3,2014,24359540.4622212
3,2015,24701294.6421916
3,2016,24887728.8290154
3,2017,25074163.0158393
3,2018,25260597.2026631
3,2019,25447031.3894869
3,2020,25633465.5763108
4,2000,19455588.9109164
4,2001,19775296.4951384
4,2002,20095004.0793603
4,2003,20414711.6635822
4,2004,20734419.2478041
4,2005,21054126.8320261
4,2006,21441806.2140888
4,2007,21829485.5961516
4,2008,22217164.9782143
4,2009,22604844.3602771
4,2010,22992523.7423398
4,2011,23334277.9223102
4,2012,23676032.1022805
4,2013,24017786.2822509
4,2014,24359540.4622212
4,2015,24701294.6421916
4,2016,24887728.8290154
4,2017,25074163.0158393
4,2018,25260597.2026631
4,2019,25447031.3894869
4,2020,25633465.5763108
5,2000,19455588.9109164
5,2001,19775296.4951384
5,2002,20095004.0793603
5,2003,20414711.6635822
5,2004,20734419.2478041
5,2005,21054126.8320261
5,2006,21441806.2140888
5,2007,21829485.5961516
5,2008,22217164.9782143
5,2009,22604844.3602771
5,2010,22992523.7423398
5,2011,23334277.9223102
5,2012,23676032.1022805
5,2013,24017786.2822509
5,2014,24359540.4622212
5,2015,24701294.6421916
5,2016,24887728.8290154
5,2017,25074163.0158393
5,2018,25260597.2026631
5,2019,25447031.3894869
5,2020,25633465.5763108
