rgn_id,level,georgn_id
1,r2,13
1,r1,419
1,r0,1
2,r2,13
2,r1,419
2,r0,1
3,r2,13
3,r1,419
3,r0,1
4,r2,13
4,r1,419
4,r0,1
5,r2,13
5,r1,419
5,r0,1
