goal,dimension,region_id,score
AO,future,0,NaN
AO,future,1,
AO,future,2,
AO,future,3,
AO,future,4,
AO,future,5,
AO,pressures,1,29.3
AO,pressures,2,29.3
AO,pressures,3,29.3
AO,pressures,4,29.3
AO,pressures,5,29.3
AO,resilience,1,74.34
AO,resilience,2,74.34
AO,resilience,3,74.34
AO,resilience,4,74.34
AO,resilience,5,74.34
AO,score,0,NaN
AO,score,1,
AO,score,2,
AO,score,3,
AO,score,4,
AO,score,5,
AO,status,0,NaN
AO,status,1,
AO,status,2,
AO,status,3,
AO,status,4,
AO,status,5,
AO,trend,1,
AO,trend,2,
AO,trend,3,
AO,trend,4,
AO,trend,5,
BD,future,0,87.99
BD,future,1,87.99
BD,future,2,87.99
BD,future,3,87.99
BD,future,4,87.99
BD,future,5,87.99
BD,pressures,1,
BD,pressures,2,
BD,pressures,3,
BD,pressures,4,
BD,pressures,5,
BD,resilience,1,
BD,resilience,2,
BD,resilience,3,
BD,resilience,4,
BD,resilience,5,
BD,score,0,87.51
BD,score,1,87.51
BD,score,2,87.51
BD,score,3,87.51
BD,score,4,87.51
BD,score,5,87.51
BD,status,0,87.03
BD,status,1,87.03
BD,status,2,87.03
BD,status,3,87.03
BD,status,4,87.03
BD,status,5,87.03
BD,trend,1,-0.15
BD,trend,2,-0.15
BD,trend,3,-0.15
BD,trend,4,-0.15
BD,trend,5,-0.15
CP,future,0,67.4
CP,future,1,67.4
CP,future,2,67.4
CP,future,3,67.4
CP,future,4,67.4
CP,future,5,67.4
CP,pressures,1,41.33
CP,pressures,2,41.33
CP,pressures,3,41.33
CP,pressures,4,41.33
CP,pressures,5,41.33
CP,resilience,1,73.08
CP,resilience,2,73.08
CP,resilience,3,73.08
CP,resilience,4,73.08
CP,resilience,5,73.08
CP,score,0,81.71
CP,score,1,81.71
CP,score,2,81.71
CP,score,3,81.71
CP,score,4,81.71
CP,score,5,81.71
CP,status,0,96.02
CP,status,1,96.02
CP,status,2,96.02
CP,status,3,96.02
CP,status,4,96.02
CP,status,5,96.02
CP,trend,1,-0.6
CP,trend,2,-0.6
CP,trend,3,-0.6
CP,trend,4,-0.6
CP,trend,5,-0.6
CS,future,0,61.35
CS,future,1,61.35
CS,future,2,61.35
CS,future,3,61.35
CS,future,4,61.35
CS,future,5,61.35
CS,pressures,1,39.57
CS,pressures,2,39.57
CS,pressures,3,39.57
CS,pressures,4,39.57
CS,pressures,5,39.57
CS,resilience,1,74.23
CS,resilience,2,74.23
CS,resilience,3,74.23
CS,resilience,4,74.23
CS,resilience,5,74.23
CS,score,0,75.95
CS,score,1,75.95
CS,score,2,75.95
CS,score,3,75.95
CS,score,4,75.95
CS,score,5,75.95
CS,status,0,90.54
CS,status,1,90.54
CS,status,2,90.54
CS,status,3,90.54
CS,status,4,90.54
CS,status,5,90.54
CS,trend,1,-0.65
CS,trend,2,-0.65
CS,trend,3,-0.65
CS,trend,4,-0.65
CS,trend,5,-0.65
CW,future,0,67.81
CW,future,1,67.81
CW,future,2,67.81
CW,future,3,67.81
CW,future,4,67.81
CW,future,5,67.81
CW,pressures,1,70.94
CW,pressures,2,70.94
CW,pressures,3,70.94
CW,pressures,4,70.94
CW,pressures,5,70.94
CW,resilience,1,66.56
CW,resilience,2,66.56
CW,resilience,3,66.56
CW,resilience,4,66.56
CW,resilience,5,66.56
CW,score,0,69.16
CW,score,1,69.16
CW,score,2,69.16
CW,score,3,69.16
CW,score,4,69.16
CW,score,5,69.16
CW,status,0,70.52
CW,status,1,70.52
CW,status,2,70.52
CW,status,3,70.52
CW,status,4,70.52
CW,status,5,70.52
CW,trend,1,-0.04
CW,trend,2,-0.04
CW,trend,3,-0.04
CW,trend,4,-0.04
CW,trend,5,-0.04
ECO,future,0,100
ECO,future,1,100
ECO,future,2,100
ECO,future,3,100
ECO,future,4,100
ECO,future,5,100
ECO,pressures,1,35.24
ECO,pressures,2,35.24
ECO,pressures,3,35.24
ECO,pressures,4,35.24
ECO,pressures,5,35.24
ECO,resilience,1,59.2
ECO,resilience,2,59.2
ECO,resilience,3,59.2
ECO,resilience,4,59.2
ECO,resilience,5,59.2
ECO,score,0,100
ECO,score,1,100
ECO,score,2,100
ECO,score,3,100
ECO,score,4,100
ECO,score,5,100
ECO,status,0,100
ECO,status,1,100
ECO,status,2,100
ECO,status,3,100
ECO,status,4,100
ECO,status,5,100
ECO,trend,1,1
ECO,trend,2,1
ECO,trend,3,1
ECO,trend,4,1
ECO,trend,5,1
FIS,future,0,25.64
FIS,future,1,25.64
FIS,future,2,25.64
FIS,future,3,25.64
FIS,future,4,25.64
FIS,future,5,25.64
FIS,pressures,1,33.11
FIS,pressures,2,33.11
FIS,pressures,3,33.11
FIS,pressures,4,33.11
FIS,pressures,5,33.11
FIS,resilience,1,70.3
FIS,resilience,2,70.3
FIS,resilience,3,70.3
FIS,resilience,4,70.3
FIS,resilience,5,70.3
FIS,score,0,26.17
FIS,score,1,26.17
FIS,score,2,26.17
FIS,score,3,26.17
FIS,score,4,26.17
FIS,score,5,26.17
FIS,status,0,26.7
FIS,status,1,26.7
FIS,status,2,26.7
FIS,status,3,26.7
FIS,status,4,26.7
FIS,status,5,26.7
FIS,trend,1,-0.24
FIS,trend,2,-0.24
FIS,trend,3,-0.24
FIS,trend,4,-0.24
FIS,trend,5,-0.24
FP,future,0,29.68
FP,future,1,29.68
FP,future,2,29.68
FP,future,3,29.68
FP,future,4,29.68
FP,future,5,29.68
FP,pressures,1,
FP,pressures,2,
FP,pressures,3,
FP,pressures,4,
FP,pressures,5,
FP,resilience,1,
FP,resilience,2,
FP,resilience,3,
FP,resilience,4,
FP,resilience,5,
FP,score,0,30.18
FP,score,1,30.18
FP,score,2,30.18
FP,score,3,30.18
FP,score,4,30.18
FP,score,5,30.18
FP,status,0,30.68
FP,status,1,30.68
FP,status,2,30.68
FP,status,3,30.68
FP,status,4,30.68
FP,status,5,30.68
FP,trend,1,-0.24
FP,trend,2,-0.24
FP,trend,3,-0.24
FP,trend,4,-0.24
FP,trend,5,-0.24
HAB,future,0,83.01
HAB,future,1,83.01
HAB,future,2,83.01
HAB,future,3,83.01
HAB,future,4,83.01
HAB,future,5,83.01
HAB,pressures,1,35.99
HAB,pressures,2,35.99
HAB,pressures,3,35.99
HAB,pressures,4,35.99
HAB,pressures,5,35.99
HAB,resilience,1,73.36
HAB,resilience,2,73.36
